CustomerID,Gender,Age,Region,SubscriptionType,TenureMonths,MonthlyCharges,TotalCharges,PaymentMethod,SupportTickets,ContractType,Churn
CUST10232,Female,62,East,Basic,34,75.23,2685.05,Debit Card,6,Month-to-Month,No
CUST10233,Female,50,North,Standard,70,25.05,2013.35,Bank Transfer,4,Month-to-Month,No
CUST10234,Female,23,West,Standard,45,24.39,1435.56,Debit Card,6,Month-to-Month,No
CUST10235,Female,41,North,Premium,58,92.04,6221.38,Debit Card,8,Month-to-Month,No
CUST10236,Female,36,East,Standard,51,64.45,1124.68,Bank Transfer,9,Month-to-Month,No
CUST10237,Female,33,East,Basic,34,45.63,3684.65,UPI,5,Month-to-Month,No
CUST10238,Male,57,West,Basic,44,39.04,4104.75,Credit Card,0,One Year,Yes
CUST10239,Female,45,West,Standard,15,87.0,5530.38,Debit Card,5,Month-to-Month,Yes
CUST10240,Female,50,North,Standard,70,20.04,5102.94,UPI,0,Month-to-Month,Yes
CUST10241,Male,65,North,Premium,50,100.59,6504.69,Debit Card,3,Month-to-Month,No
CUST10242,Female,58,East,Basic,32,27.92,453.54,Credit Card,7,Two Year,No
CUST10243,Male,30,West,Standard,67,39.15,2441.88,Bank Transfer,4,Month-to-Month,No
CUST10244,Male,60,West,Basic,3,58.62,2313.06,UPI,4,Month-to-Month,Yes
CUST10245,Female,62,West,Basic,51,68.49,1253.53,Credit Card,9,Month-to-Month,No
CUST10246,Male,42,North,Standard,67,55.5,2384.51,Debit Card,7,Month-to-Month,No
CUST10247,Male,59,West,Standard,48,52.07,2547.15,Credit Card,7,Month-to-Month,No
CUST10248,Male,53,East,Standard,17,116.39,4222.89,UPI,0,Month-to-Month,No
CUST10249,Male,44,East,Premium,7,84.16,5343.27,Bank Transfer,4,Month-to-Month,Yes
CUST10250,Female,55,North,Standard,13,22.34,3110.69,Debit Card,4,Month-to-Month,No
CUST10251,Male,24,South,Premium,66,63.02,5783.81,Bank Transfer,7,Month-to-Month,No
CUST10252,Female,22,North,Premium,4,107.5,2755.71,Bank Transfer,0,One Year,No
CUST10253,Male,60,South,Standard,10,50.15,2393.24,Credit Card,6,Two Year,Yes
CUST10254,Male,62,West,Premium,17,29.46,4375.39,Credit Card,6,Month-to-Month,No
CUST10255,Male,68,North,Standard,52,95.84,287.36,UPI,8,One Year,No
CUST10256,Male,48,East,Basic,6,80.6,730.33,UPI,1,Two Year,No
CUST10257,Female,40,West,Standard,69,77.03,3401.96,Bank Transfer,2,One Year,No
CUST10258,Female,59,East,Basic,9,25.36,7549.01,UPI,3,Month-to-Month,No
CUST10259,Male,27,West,Standard,21,34.05,5799.94,Bank Transfer,0,One Year,No
CUST10260,Male,49,North,Standard,24,82.25,796.2,Debit Card,6,Month-to-Month,No
CUST10261,Female,60,South,Basic,4,40.78,6785.91,Bank Transfer,9,Month-to-Month,No
CUST10262,Male,47,West,Basic,24,70.41,5885.18,UPI,2,Month-to-Month,No
CUST10263,Male,56,South,Premium,59,74.49,4926.48,UPI,2,Month-to-Month,No
CUST10264,Male,48,West,Standard,3,48.35,6580.31,Bank Transfer,2,Month-to-Month,Yes
CUST10265,Female,35,East,Basic,68,114.84,3292.47,Credit Card,7,Month-to-Month,No
CUST10266,Female,53,East,Standard,40,104.25,1849.86,Bank Transfer,8,One Year,No
CUST10267,Female,19,West,Standard,48,92.24,4144.98,Bank Transfer,9,Month-to-Month,No
CUST10268,Male,31,South,Standard,54,27.8,4435.85,Credit Card,1,Month-to-Month,Yes
CUST10269,Male,30,North,Premium,35,30.61,4352.78,Debit Card,9,Month-to-Month,No
CUST10270,Female,46,North,Standard,56,69.28,4564.08,Credit Card,9,Month-to-Month,Yes
CUST10271,Female,29,East,Basic,40,36.07,7594.77,UPI,0,Month-to-Month,No
CUST10272,Female,56,North,Premium,68,117.83,7227.74,Credit Card,8,Two Year,Yes
CUST10273,Female,19,East,Premium,46,35.85,7018.16,UPI,5,Month-to-Month,No
CUST10274,Male,49,North,Basic,13,68.75,6431.19,UPI,8,Month-to-Month,Yes
CUST10275,Female,30,West,Basic,27,56.41,7553.08,Bank Transfer,5,Two Year,No
CUST10276,Male,63,East,Basic,6,83.94,878.11,Bank Transfer,1,Month-to-Month,No
CUST10277,Female,44,East,Standard,17,32.9,2194.47,Debit Card,0,Two Year,No
CUST10278,Male,66,West,Standard,36,63.03,4010.94,UPI,7,Month-to-Month,Yes
CUST10279,Female,58,East,Standard,2,47.47,6787.62,Bank Transfer,2,Month-to-Month,No
CUST10280,Female,34,North,Premium,52,108.78,4090.81,UPI,0,Month-to-Month,Yes
CUST10281,Female,57,North,Standard,66,24.06,6009.47,Debit Card,7,Month-to-Month,No
CUST10282,Female,48,East,Basic,52,111.37,1197.78,UPI,0,Month-to-Month,No
CUST10283,Male,51,North,Basic,43,103.3,2094.07,Debit Card,7,Two Year,No
CUST10284,Female,41,South,Standard,22,49.76,5881.03,Debit Card,0,One Year,No
CUST10285,Male,62,East,Basic,55,98.93,1401.4,Debit Card,8,One Year,Yes
CUST10286,Male,52,West,Standard,67,23.12,2875.71,Bank Transfer,8,One Year,No
CUST10287,Male,65,South,Premium,60,116.69,2192.44,Credit Card,8,Month-to-Month,No
CUST10288,Male,23,East,Basic,58,72.66,2863.91,Credit Card,2,One Year,No
CUST10289,Female,36,West,Standard,12,50.33,5695.76,Bank Transfer,3,Month-to-Month,No
CUST10290,Male,47,North,Standard,69,56.26,3005.99,UPI,4,One Year,No
CUST10291,Male,24,West,Standard,39,26.64,4486.58,Bank Transfer,5,Month-to-Month,Yes
CUST10292,Male,27,South,Basic,13,118.93,889.46,UPI,8,One Year,No
CUST10293,Female,58,North,Standard,41,23.93,6459.64,Debit Card,3,Two Year,No
CUST10294,Female,49,East,Basic,57,85.49,3022.12,Bank Transfer,5,Month-to-Month,No
CUST10295,Female,51,North,Premium,53,64.27,5223.42,Credit Card,0,Month-to-Month,No
CUST10296,Female,45,East,Basic,12,114.89,5830.58,UPI,1,Month-to-Month,Yes
CUST10297,Male,32,East,Standard,13,44.6,1756.32,Bank Transfer,7,Month-to-Month,Yes
CUST10298,Male,47,West,Standard,57,73.21,7088.93,Bank Transfer,3,One Year,Yes
CUST10299,Female,54,West,Premium,40,68.24,4968.17,UPI,9,Two Year,Yes
CUST10300,Male,46,West,Basic,45,90.29,3486.93,Debit Card,6,Month-to-Month,Yes
CUST10301,Male,39,South,Basic,35,26.8,1540.45,Debit Card,3,Month-to-Month,No
CUST10302,Male,21,South,Basic,3,39.38,7544.18,Debit Card,8,One Year,No
CUST10303,Female,37,West,Basic,5,41.46,6065.04,Debit Card,8,Month-to-Month,Yes
CUST10304,Female,49,South,Basic,11,93.82,1743.39,UPI,3,Month-to-Month,No
CUST10305,Male,53,North,Standard,71,38.91,2767.92,Credit Card,7,Two Year,Yes
CUST10306,Female,67,North,Basic,56,77.35,6496.43,Bank Transfer,5,One Year,No
